year,rank,title,artist
2019,16,I Don't Care,Ed Sheeran and Justin Bieber
2019,17,Eastside,"Benny Blanco, Halsey and Khalid"
2019,18,Going Bad,Meek Mill featuring Drake
2019,19,Shallow,Lady Gaga and Bradley Cooper
2019,20,Better,Khalid
2019,21,No Guidance,Chris Brown featuring Drake
2019,22,Girls Like You,Maroon 5 featuring Cardi B
2019,23,Sweet but Psycho,Ava Max
2019,24,Suge,DaBaby
2019,25,Middle Child,J. Cole
2019,26,Drip Too Hard,Lil Baby and Gunna
2019,27,Someone You Loved,Lewis Capaldi
2019,28,Ransom,Lil Tecca
2019,29,If I Can't Have You,Shawn Mendes
2019,30,Goodbyes,Post Malone featuring Young Thug
2019,31,Zeze,Kodak Black featuring Travis Scott and Offset
2019,32,Better Now,Post Malone
2019,33,Youngblood,5 Seconds of Summer
2019,34,Money in the Grave,Drake featuring Rick Ross
2019,35,Speechless,Dan + Shay
2019,36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande
2019,37,Please Me,Cardi B and Bruno Mars
2019,38,Money,Cardi B
2019,39,You Need to Calm Down,Taylor Swift
2019,40,Panini,Lil Nas X
2019,41,Look Back at It,A Boogie wit da Hoodie
2019,42,A Lot,21 Savage
2019,43,Me!,Taylor Swift featuring Brendon Urie
2019,44,Mia,Bad Bunny featuring Drake
2019,45,Pop Out,Polo G featuring Lil Tjay
2019,46,Beautiful Crazy,Luke Combs
2019,47,Thotiana,Blueface
2019,48,Lucid Dreams,Juice Wrld
2019,49,Mo Bamba,Sheck Wes
2019,50,Beautiful People,Ed Sheeran featuring Khalid
2019,51,Wake Up in the Sky,"Gucci Mane, Bruno Mars and Kodak Black"
2019,52,Whiskey Glasses,Morgan Wallen
2019,53,God's Country,Blake Shelton
2019,54,Be Alright,Dean Lewis
2019,55,Pure Water,Mustard and Migos
2019,56,The Git Up,Blanco Brown
2019,57,Taki Taki,"DJ Snake featuring Selena Gomez, Ozuna and Cardi B"
2019,58,Close to Me,Ellie Goulding and Diplo featuring Swae Lee
2019,59,Envy Me,Calboy
2019,60,You Say,Lauren Daigle
2019,61,"Hey Look Ma, I Made It",Panic! at the Disco
2019,62,Circles,Post Malone
2019,63,Beer Never Broke My Heart,Luke Combs
2019,64,The London,"Young Thug, J. Cole and Travis Scott"
2019,65,Con Calma,Daddy Yankee and Katy Perry featuring Snow
2019,66,Murder on My Mind,YNW Melly
2019,67,When the Party's Over,Billie Eilish
2019,68,Act Up,City Girls
2019,69,I Like It,"Cardi B, Bad Bunny and J Balvin"
2019,70,Trampoline,Shaed
2019,71,Leave Me Alone,Flipp Dinero
2019,72,Breathin,Ariana Grande
2019,73,Bury a Friend,Billie Eilish
2019,74,Close Friends,Lil Baby
2019,75,Baby Shark,Pinkfong
2019,76,My Type,Saweetie
2019,77,Worth It,YK Osiris
2019,78,Only Human,Jonas Brothers
2019,79,Knockin' Boots,Luke Bryan
2019,80,Trip,Ella Mai
2019,81,Rumor,Lee Brice
2019,82,Swervin,A Boogie wit da Hoodie featuring 6ix9ine
2019,83,How Do You Sleep?,Sam Smith
2019,84,Baby,Lil Baby and DaBaby
2019,85,Look What God Gave Her,Thomas Rhett
2019,86,Good as You,Kane Brown
2019,87,Clout,Offset featuring Cardi B
2019,88,Love Lies,Khalid and Normani
2019,89,One Thing Right,Marshmello and Kane Brown
2019,90,Cash Shit,Megan Thee Stallion featuring DaBaby
2019,91,Tequila,Dan + Shay
2019,92,Shotta Flow,NLE Choppa
2019,93,Hot Girl Summer,Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign
2019,94,Talk You Out of It,Florida Georgia Line
2019,95,Beautiful,Bazzi featuring Camila Cabello
2019,96,Eyes on You,Chase Rice
2019,97,All to Myself,Dan + Shay
2019,98,Boyfriend,Ariana Grande and Social House
2019,99,Walk Me Home,Pink
2019,100,Robbery,Juice Wrld
2020,1,Blinding Lights,The Weeknd
2020,2,Circles,Post Malone
2020,3,The Box,Roddy Ricch
2020,4,Don't Start Now,Dua Lipa
2020,5,Rockstar,DaBaby featuring Roddy Ricch
2020,6,Adore You,Harry Styles
2020,7,Life Is Good,Future featuring Drake
2020,8,Memories,Maroon 5
2020,9,The Bones,Maren Morris
2020,10,Someone You Loved,Lewis Capaldi
2020,11,Say So,Doja Cat
2020,12,I Hope,Gabby Barrett featuring Charlie Puth
2020,13,Whats Poppin,"Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne"
2020,14,Dance Monkey,Tones and I
2020,15,Savage,Megan Thee Stallion featuring Beyoncé
2020,16,Roxanne,Arizona Zervas
2020,17,Intentions,Justin Bieber featuring Quavo
2020,18,Everything I Wanted,Billie Eilish
2020,19,Roses (Imanbek remix),Saint Jhn
2020,20,Watermelon Sugar,Harry Styles
2020,21,Before You Go,Lewis Capaldi
2020,22,Falling,Trevor Daniel
2020,23,"10,000 Hours",Dan + Shay and Justin Bieber
2020,24,WAP,Cardi B featuring Megan Thee Stallion
2020,25,Ballin',Mustard and Roddy Ricch
2020,26,Hot Girl Bummer,Blackbear
2020,27,Blueberry Faygo,Lil Mosey
2020,28,Heartless,The Weeknd
2020,29,Bop,DaBaby
2020,30,Lose You to Love Me,Selena Gomez
2020,31,Good as Hell,Lizzo
2020,32,Toosie Slide,Drake
2020,33,Break My Heart,Dua Lipa
2020,34,Chasin' You,Morgan Wallen
2020,35,Savage Love (Laxed – Siren Beat),Jawsh 685 and Jason Derulo
2020,36,No Guidance,Chris Brown featuring Drake
2020,37,My Oh My,Camila Cabello featuring DaBaby
2020,38,Dynamite,BTS
2020,39,Go Crazy,Chris Brown and Young Thug
2020,40,High Fashion,Roddy Ricch featuring Mustard
2020,41,Laugh Now Cry Later,Drake featuring Lil Durk
2020,42,Woah,Lil Baby
2020,43,Death Bed,Powfu featuring Beabadoobee
2020,44,Señorita,Shawn Mendes and Camila Cabello
2020,45,Highest in the Room,Travis Scott
2020,46,Bad Guy,Billie Eilish
2020,47,Mood,24kGoldn featuring Iann Dior
2020,48,Rain on Me,Lady Gaga and Ariana Grande
2020,49,For the Night,Pop Smoke featuring Lil Baby and DaBaby
2020,50,Ritmo (Bad Boys for Life),Black Eyed Peas and J Balvin
2020,51,Heart on Ice,Rod Wave
2020,52,Nobody but You,Blake Shelton and Gwen Stefani
2020,53,Trampoline,Shaed
2020,54,Come & Go,Juice Wrld and Marshmello
2020,55,Truth Hurts,Lizzo
2020,56,If the World Was Ending,JP Saxe featuring Julia Michaels
2020,57,We Paid,Lil Baby and 42 Dugg
2020,58,Yummy,Justin Bieber
2020,59,One Man Band,Old Dominion
2020,60,Got What I Got,Jason Aldean
2020,61,Sunday Best,Surfaces
2020,62,Godzilla,Eminem featuring Juice Wrld
2020,63,Bandit,Juice Wrld and YoungBoy Never Broke Again
2020,64,Party Girl,StaySolidRocky
2020,65,Die from a Broken Heart,Maddie & Tae
2020,66,Popstar,DJ Khaled featuring Drake
2020,67,All I Want for Christmas Is You,Mariah Carey
2020,68,One of Them Girls,Lee Brice
2020,69,Hard to Forget,Sam Hunt
2020,70,One Margarita,Luke Bryan
2020,71,Panini,Lil Nas X
2020,72,Hot,Young Thug featuring Gunna
2020,73,I Hope You're Happy Now,Carly Pearce and Lee Brice
2020,74,Emotionally Scarred,Lil Baby
2020,75,Suicidal,YNW Melly featuring Juice Wrld
2020,76,The Bigger Picture,Lil Baby
2020,77,Only Human,Jonas Brothers
2020,78,The Woo,Pop Smoke featuring 50 Cent and Roddy Ricch
2020,79,Sum 2 Prove,Lil Baby
2020,80,Stuck with U,Ariana Grande and Justin Bieber
2020,81,Mood Swings,Pop Smoke featuring Lil Tjay
2020,82,You Should Be Sad,Halsey
2020,83,Dior,Pop Smoke
2020,84,Supalonely,Benee featuring Gus Dapperton
2020,85,Even Though I'm Leaving,Luke Combs
2020,86,The Scotts,The Scotts (Travis Scott and Kid Cudi)
2020,87,Juicy,Doja Cat and Tyga
2020,88,Be Like That,"Kane Brown, Swae Lee and Khalid"
2020,89,Homesick,Kane Brown
2020,90,Rags2Riches,Rod Wave featuring ATR Son Son
2020,91,Bluebird,Miranda Lambert
2020,92,Wishing Well,Juice Wrld
2020,93,Does to Me,Luke Combs featuring Eric Church
2020,94,Pussy Fairy (OTW),Jhené Aiko
2020,95,ILY (I Love You Baby),Surf Mesa featuring Emilee
2020,96,More Than My Hometown,Morgan Wallen
2020,97,Lovin' on You,Luke Combs
2020,98,Said Sum,Moneybagg Yo
2020,99,Slide,H.E.R. featuring YG
2020,100,Walk Em Down,NLE Choppa featuring Roddy Ricch
2021,1,Levitating,Dua Lipa
2021,2,Save Your Tears,The Weeknd and Ariana Grande
2021,3,Blinding Lights,The Weeknd
2021,4,Mood,24kGoldn featuring Iann Dior
2021,5,Good 4 U,Olivia Rodrigo
2021,6,Kiss Me More,Doja Cat featuring SZA
2021,7,Leave the Door Open,Silk Sonic (Bruno Mars and Anderson .Paak)
2021,8,Drivers License,Olivia Rodrigo
2021,9,Montero (Call Me by Your Name),Lil Nas X
2021,10,Peaches,Justin Bieber featuring Daniel Caesar and Giveon
2021,11,Butter,BTS
2021,12,Stay,The Kid Laroi and Justin Bieber
2021,13,Deja Vu,Olivia Rodrigo
2021,14,Positions,Ariana Grande
2021,15,Bad Habits,Ed Sheeran
2021,16,Heat Waves,Glass Animals
2021,17,Without You,The Kid Laroi
2021,18,Forever After All,Luke Combs
2021,19,Go Crazy,Chris Brown and Young Thug
2021,20,Astronaut in the Ocean,Masked Wolf
2021,21,34+35,Ariana Grande featuring Doja Cat and Megan Thee Stallion
2021,22,What You Know Bout Love,Pop Smoke
2021,23,My Ex's Best Friend,Machine Gun Kelly featuring Blackbear
2021,24,Industry Baby,Lil Nas X and Jack Harlow
2021,25,Therefore I Am,Billie Eilish
2021,26,Up,Cardi B
2021,27,Fancy Like,Walker Hayes
2021,28,Dakiti,Bad Bunny and Jhay Cortez
2021,29,Best Friend,Saweetie featuring Doja Cat
2021,30,Rapstar,Polo G
2021,31,Heartbreak Anniversary,Giveon
2021,32,For the Night,Pop Smoke featuring Lil Baby and DaBaby
2021,33,Calling My Phone,Lil Tjay and 6lack
2021,34,Beautiful Mistakes,Maroon 5 featuring Megan Thee Stallion
2021,35,Holy,Justin Bieber featuring Chance the Rapper
2021,36,On Me,Lil Baby
2021,37,You Broke Me First,Tate McRae
2021,38,Traitor,Olivia Rodrigo
2021,39,Back in Blood,Pooh Shiesty featuring Lil Durk
2021,40,I Hope,Gabby Barrett featuring Charlie Puth
2021,41,Dynamite,BTS
2021,42,Wockesha,Moneybagg Yo
2021,43,You Right,Doja Cat and the Weeknd
2021,44,Beat Box 2 / Beat Box 3,SpotemGottem featuring Pooh Shiesty / SpotemGottem featuring DaBaby
2021,45,Laugh Now Cry Later,Drake featuring Lil Durk
2021,46,Need to Know,Doja Cat
2021,47,Wants and Needs,Drake featuring Lil Baby
2021,48,Way 2 Sexy,Drake featuring Future and Young Thug
2021,49,Telepatía,Kali Uchis
2021,50,Whoopty,CJ
2021,51,Lemonade,Internet Money and Gunna featuring Don Toliver and Nav
2021,52,Good Days,SZA
2021,53,Starting Over,Chris Stapleton
2021,54,Body,Megan Thee Stallion
2021,55,Willow,Taylor Swift
2021,56,Bang!,AJR
2021,57,Better Together,Luke Combs
2021,58,You're Mines Still,Yung Bleu featuring Drake
2021,59,Every Chance I Get,DJ Khaled featuring Lil Baby and Lil Durk
2021,60,Essence,Wizkid featuring Justin Bieber and Tems
2021,61,Chasing After You,Ryan Hurd and Maren Morris
2021,62,The Good Ones,Gabby Barrett
2021,63,Leave Before You Love Me,Marshmello and Jonas Brothers
2021,64,Glad You Exist,Dan + Shay
2021,65,Lonely,Justin Bieber and Benny Blanco
2021,66,Beggin',Måneskin
2021,67,Streets,Doja Cat
2021,68,What's Next,Drake
2021,69,Famous Friends,Chris Young and Kane Brown
2021,70,Lil Bit,Nelly and Florida Georgia Line
2021,71,Thot Shit,Megan Thee Stallion
2021,72,Late at Night,Roddy Ricch
2021,73,Kings & Queens,Ava Max
2021,74,Anyone,Justin Bieber
2021,75,Track Star,Mooski
2021,76,Time Today,Moneybagg Yo
2021,77,Cry Baby,Megan Thee Stallion featuring DaBaby
2021,78,All I Want for Christmas Is You,Mariah Carey
2021,79,No More Parties,Coi Leray featuring Lil Durk
2021,80,What's Your Country Song,Thomas Rhett
2021,81,One Too Many,Keith Urban and Pink
2021,82,Arcade,Duncan Laurence
2021,83,Yonaguni,Bad Bunny
2021,84,Good Time,Niko Moon
2021,85,If I Didn't Love You,Jason Aldean and Carrie Underwood
2021,86,Knife Talk,Drake featuring 21 Savage and Project Pat
2021,87,POV,Ariana Grande
2021,88,Just the Way,Parmalee and Blanco Brown
2021,89,Take My Breath,The Weeknd
2021,90,We're Good,Dua Lipa
2021,91,Hell of a View,Eric Church
2021,92,Rockin' Around the Christmas Tree,Brenda Lee
2021,93,Put Your Records On,Ritt Momney
2021,94,Happier Than Ever,Billie Eilish
2021,95,Single Saturday Night,Cole Swindell
2021,96,Things a Man Oughta Know,Lainey Wilson
2021,97,Throat Baby (Go Baby),BRS Kash
2021,98,Tombstone,Rod Wave
2021,99,Drinkin' Beer. Talkin' God. Amen.,Chase Rice featuring Florida Georgia Line
2021,100,Todo de Ti,Rauw Alejandro
2022,1,Heat Waves,Glass Animals
2022,2,As It Was,Harry Styles
2022,3,Stay,The Kid Laroi and Justin Bieber
2022,4,Easy on Me,Adele
2022,5,Shivers,Ed Sheeran
2022,6,First Class,Jack Harlow
2022,7,Big Energy,Latto
2022,8,Ghost,Justin Bieber
2022,9,Super Gremlin,Kodak Black
2022,10,Cold Heart (Pnau Remix),Elton John and Dua Lipa
2022,11,Wait for U,Future featuring Drake and Tems
2022,12,About Damn Time,Lizzo
2022,13,Bad Habits,Ed Sheeran
2022,14,Thats What I Want,Lil Nas X
2022,15,Enemy,Imagine Dragons and JID
2022,16,Industry Baby,Lil Nas X and Jack Harlow
2022,17,ABCDEFU,Gayle
2022,18,Need to Know,Doja Cat
2022,19,Wasted on You,Morgan Wallen
2022,20,Me Porto Bonito,Bad Bunny and Chencho Corleone
2022,21,Woman,Doja Cat
2022,22,Tití Me Preguntó,Bad Bunny
2022,23,Running Up That Hill (A Deal with God),Kate Bush
2022,24,We Don't Talk About Bruno,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz and the Encanto cast"
2022,25,Late Night Talking,Harry Styles
2022,26,I Like You (A Happier Song),Post Malone featuring Doja Cat
2022,27,You Proof,Morgan Wallen
2022,28,Bad Habit,Steve Lacy
2022,29,Sunroof,Nicky Youre and Dazy
2022,30,One Right Now,Post Malone and the Weeknd
2022,31,Good 4 U,Olivia Rodrigo
2022,32,Numb Little Bug,Em Beihold
2022,33,Jimmy Cooks,Drake featuring 21 Savage
2022,34,'Til You Can't,Cody Johnson
2022,35,Fancy Like,Walker Hayes
2022,36,The Kind of Love We Make,Luke Combs
2022,37,I Ain't Worried,OneRepublic
2022,38,Break My Soul,Beyoncé
2022,39,Something in the Orange,Zach Bryan
2022,40,Save Your Tears,The Weeknd and Ariana Grande
2022,41,Smokin out the Window,Silk Sonic (Bruno Mars and Anderson .Paak)
2022,42,Levitating,Dua Lipa
2022,43,In a Minute,Lil Baby
2022,44,Moscow Mule,Bad Bunny
2022,45,You Right,Doja Cat and the Weeknd
2022,46,She Had Me at Heads Carolina,Cole Swindell
2022,47,Vegas,Doja Cat
2022,48,Pushin P,Gunna and Future featuring Young Thug
2022,49,Buy Dirt,Jordan Davis and Luke Bryan
2022,50,I Hate U,SZA
2022,51,Boyfriend,Dove Cameron
2022,52,Glimpse of Us,Joji
2022,53,Surface Pressure,Jessica Darrow
2022,54,Fall in Love,Bailey Zimmerman
2022,55,Love Nwantiti (Ah Ah Ah),CKay
2022,56,Super Freaky Girl,Nicki Minaj
2022,57,Hrs and Hrs,Muni Long
2022,58,Sand in My Boots,Morgan Wallen
2022,59,Mamiii,Becky G and Karol G
2022,60,Knife Talk,Drake featuring 21 Savage and Project Pat
2022,61,AA,Walker Hayes
2022,62,Sweetest Pie,Megan Thee Stallion and Dua Lipa
2022,63,Provenza,Karol G
2022,64,Essence,Wizkid featuring Justin Bieber and Tems
2022,65,All I Want for Christmas Is You,Mariah Carey
2022,66,Bam Bam,Camila Cabello featuring Ed Sheeran
2022,67,5 Foot 9,Tyler Hubbard
2022,68,Get Into It (Yuh),Doja Cat
2022,69,Efecto,Bad Bunny
2022,70,Rock and a Hard Place,Bailey Zimmerman
2022,71,Doin' This,Luke Combs
2022,72,Oh My God,Adele
2022,73,Better Days,"Neiked, Mae Muller and Polo G"
2022,74,Meet Me at Our Spot,The Anxiety: Willow and Tyler Cole
2022,75,Fingers Crossed,Lauren Spencer-Smith
2022,76,All Too Well (Taylor's Version),Taylor Swift
2022,77,Party,Bad Bunny and Rauw Alejandro
2022,78,Después de la Playa,Bad Bunny
2022,79,You Should Probably Leave,Chris Stapleton
2022,80,Rockin' Around the Christmas Tree,Brenda Lee
2022,81,Broadway Girls,Lil Durk featuring Morgan Wallen
2022,82,Take My Name,Parmalee
2022,83,What Happened to Virgil,Lil Durk featuring Gunna
2022,84,Puffin on Zootiez,Future
2022,85,Like I Love Country Music,Kane Brown
2022,86,Jingle Bell Rock,Bobby Helms
2022,87,Ojitos Lindos,Bad Bunny and Bomba Estéreo
2022,88,Trouble with a Heartbreak,Jason Aldean
2022,89,A Holly Jolly Christmas,Burl Ives
2022,90,Kiss Me More,Doja Cat featuring SZA
2022,91,She Likes It,Russell Dickerson featuring Jake Scott
2022,92,Never Say Never,Cole Swindell and Lainey Wilson
2022,93,Damn Strait,Scotty McCreery
2022,94,She's All I Wanna Be,Tate McRae
2022,95,Last Night Lonely,Jon Pardi
2022,96,Flower Shops,Ernest featuring Morgan Wallen
2022,97,To the Moon,Jnr Choi and Sam Tompkins
2022,98,Unholy,Sam Smith and Kim Petras
2022,99,One Mississippi,Kane Brown
2022,100,Circles Around This Town,Maren Morris
2023,1,Last Night,Morgan Wallen
2023,2,Flowers,Miley Cyrus
2023,3,Kill Bill,SZA
2023,4,Anti-Hero,Taylor Swift
2023,5,Creepin',"Metro Boomin, the Weeknd and 21 Savage"
2023,6,Calm Down,Rema and Selena Gomez
2023,7,Die for You,The Weeknd and Ariana Grande
2023,8,Fast Car,Luke Combs
2023,9,Snooze,SZA
2023,10,I'm Good (Blue),David Guetta and Bebe Rexha
2023,11,Unholy,Sam Smith and Kim Petras
2023,12,You Proof,Morgan Wallen
2023,13,Something in the Orange,Zach Bryan
2023,14,Rich Flex,Drake and 21 Savage
2023,15,As It Was,Harry Styles
2023,16,Rock and a Hard Place,Bailey Zimmerman
2023,17,Under the Influence,Chris Brown
2023,18,Cruel Summer,Taylor Swift
2023,19,Thinkin' Bout Me,Morgan Wallen
2023,20,Boy's a Liar Pt. 2,PinkPantheress and Ice Spice
2023,21,Favorite Song,Toosii
2023,22,Thought You Should Know,Morgan Wallen
2023,23,Thank God,Kane Brown and Katelyn Brown
2023,24,Sure Thing,Miguel
2023,25,All My Life,Lil Durk featuring J. Cole
2023,26,Ella Baila Sola,Eslabon Armado and Peso Pluma
2023,27,Karma,Taylor Swift featuring Ice Spice
2023,28,Just Wanna Rock,Lil Uzi Vert
2023,29,Cuff It,Beyoncé
2023,30,Vampire,Olivia Rodrigo
2023,31,FukUMean,Gunna
2023,32,Lavender Haze,Taylor Swift
2023,33,Players,Coi Leray
2023,34,Need a Favor,Jelly Roll
2023,35,Dance the Night,Dua Lipa
2023,36,Love You Anyway,Luke Combs
2023,37,One Thing at a Time,Morgan Wallen
2023,38,Superhero (Heroes & Villains),"Metro Boomin, Future and Chris Brown"
2023,39,Bad Habit,Steve Lacy
2023,40,La Bebé,Yng Lvcas and Peso Pluma
2023,41,Golden Hour,Jvke
2023,42,Religiously,Bailey Zimmerman
2023,43,Spin Bout U,Drake and 21 Savage
2023,44,Cupid,Fifty Fifty
2023,45,Search & Rescue,Drake
2023,46,Barbie World,Nicki Minaj and Ice Spice with Aqua
2023,47,Next Thing You Know,Jordan Davis
2023,48,Escapism,Raye featuring 070 Shake
2023,49,Un x100to,Grupo Frontera and Bad Bunny
2023,50,Until I Found You,Stephen Sanchez
2023,51,Shirt,SZA
2023,52,Paint the Town Red,Doja Cat
2023,53,Made You Look,Meghan Trainor
2023,54,Wait in the Truck,Hardy featuring Lainey Wilson
2023,55,All I Want for Christmas Is You,Mariah Carey
2023,56,Everything I Love,Morgan Wallen
2023,57,Chemical,Post Malone
2023,58,Heart Like a Truck,Lainey Wilson
2023,59,"Going, Going, Gone",Luke Combs
2023,60,Rockin' Around the Christmas Tree,Brenda Lee
2023,61,Dancin' in the Country,Tyler Hubbard
2023,62,Daylight,David Kushner
2023,63,Lift Me Up,Rihanna
2023,64,Eyes Closed,Ed Sheeran
2023,65,TQG,Karol G and Shakira
2023,66,Try That in a Small Town,Jason Aldean
2023,67,Tennessee Orange,Megan Moroney
2023,68,Jingle Bell Rock,Bobby Helms
2023,69,Princess Diana,Ice Spice and Nicki Minaj
2023,70,Tomorrow 2,GloRilla and Cardi B
2023,71,A Holly Jolly Christmas,Burl Ives
2023,72,Where She Goes,Bad Bunny
2023,73,Bebe Dame,Fuerza Regida and Grupo Frontera
2023,74,I Remember Everything,Zach Bryan featuring Kacey Musgraves
2023,75,I Like You (A Happier Song),Post Malone featuring Doja Cat
2023,76,What It Is (Block Boy),Doechii featuring Kodak Black
2023,77,Nobody Gets Me,SZA
2023,78,Rich Men North of Richmond,Oliver Anthony Music
2023,79,Super Freaky Girl,Nicki Minaj
2023,80,Dial Drunk,Noah Kahan and Post Malone
2023,81,What Was I Made For?,Billie Eilish
2023,82,Seven,Jung Kook featuring Latto
2023,83,Wait for U,Future featuring Drake and Tems
2023,84,Last Christmas,Wham!
2023,85,Handle on You,Parker McCollum
2023,86,Por Las Noches,Peso Pluma
2023,87,Memory Lane,Old Dominion
2023,88,Area Codes,Kaliii
2023,89,Bury Me in Georgia,Kane Brown
2023,90,PRC,Peso Pluma and Natanael Cano
2023,91,What My World Spins Around,Jordan Davis
2023,92,Ain't That Some,Morgan Wallen
2023,93,Wild as Her,Corey Kent
2023,94,Peaches & Eggplants,Young Nudy featuring 21 Savage
2023,95,I Wrote the Book,Morgan Wallen
2023,96,"Bzrp Music Sessions, Vol. 53",Bizarrap and Shakira
2023,97,Meltdown,Travis Scott featuring Drake
2023,98,Put It on da Floor Again,Latto featuring Cardi B
2023,99,Bloody Mary,Lady Gaga
2023,100,Watermelon Moonshine,Lainey Wilson
2024,1,Lose Control,Teddy Swims
2024,2,A Bar Song (Tipsy),Shaboozey
2024,3,Beautiful Things,Benson Boone
2024,4,I Had Some Help,Post Malone featuring Morgan Wallen
2024,5,Lovin on Me,Jack Harlow
2024,6,Not Like Us,Kendrick Lamar
2024,7,Espresso,Sabrina Carpenter
2024,8,Million Dollar Baby,Tommy Richman
2024,9,I Remember Everything,Zach Bryan featuring Kacey Musgraves
2024,10,Too Sweet,Hozier
2024,11,Stick Season,Noah Kahan
2024,12,Cruel Summer,Taylor Swift
2024,13,Greedy,Tate McRae
2024,14,Like That,"Future, Metro Boomin and Kendrick Lamar"
2024,15,Birds of a Feather,Billie Eilish
2024,16,Please Please Please,Sabrina Carpenter
2024,17,Agora Hills,Doja Cat
2024,18,"Good Luck, Babe!",Chappell Roan
2024,19,Saturn,SZA
2024,20,Snooze,SZA
2024,21,Paint the Town Red,Doja Cat
2024,22,Fortnight,Taylor Swift featuring Post Malone
2024,23,Fast Car,Luke Combs
2024,24,Water,Tyla
2024,25,Feather,Sabrina Carpenter
2024,26,We Can't Be Friends (Wait for Your Love),Ariana Grande
2024,27,Austin,Dasha
2024,28,Last Night,Morgan Wallen
2024,29,Cowgirls,Morgan Wallen featuring Ernest
2024,30,Pink Skies,Zach Bryan
2024,31,Thinkin' Bout Me,Morgan Wallen
2024,32,Texas Hold 'Em,Beyoncé
2024,33,Is It Over Now?,Taylor Swift
2024,34,Miles on It,Marshmello and Kane Brown
2024,35,I Can Do It with a Broken Heart,Taylor Swift
2024,36,Wild Ones,Jessie Murph and Jelly Roll
2024,37,Ain't No Love in Oklahoma,Luke Combs
2024,38,Carnival,¥$ (Kanye West and Ty Dolla Sign) featuring Rich the Kid and Playboi Carti
2024,39,Houdini,Eminem
2024,40,Wanna Be,GloRilla and Megan Thee Stallion
2024,41,Slow It Down,Benson Boone
2024,42,Redrum,21 Savage
2024,43,Houdini,Dua Lipa
2024,44,Yeah Glo!,GloRilla
2024,45,Rich Baby Daddy,Drake featuring Sexyy Red and SZA
2024,46,What Was I Made For?,Billie Eilish
2024,47,End of Beginning,Djo
2024,48,Lunch,Billie Eilish
2024,49,Never Lose Me,Flo Milli
2024,50,Lies Lies Lies,Morgan Wallen
2024,51,Type Shit,"Future, Metro Boomin, Travis Scott, and Playboi Carti"
2024,52,Gata Only,FloyyMenor and Cris MJ
2024,53,Hot to Go!,Chappell Roan
2024,54,All I Want for Christmas Is You,Mariah Carey
2024,55,Get It Sexyy,Sexyy Red
2024,56,Made for Me,Muni Long
2024,57,Vampire,Olivia Rodrigo
2024,58,Whatever She Wants,Bryson Tiller
2024,59,Rockin' Around the Christmas Tree,Brenda Lee
2024,60,Pretty Little Poison,Warren Zeiders
2024,61,First Person Shooter,Drake featuring J. Cole
2024,62,Die with a Smile,Lady Gaga and Bruno Mars
2024,63,I Like the Way You Kiss Me,Artemas
2024,64,Need a Favor,Jelly Roll
2024,65,Save Me,Jelly Roll featuring Lainey Wilson
2024,66,Euphoria,Kendrick Lamar
2024,67,Truck Bed,Hardy
2024,68,Jingle Bell Rock,Bobby Helms
2024,69,Flowers,Miley Cyrus
2024,70,Where the Wild Things Are,Luke Combs
2024,71,Everybody,Nicki Minaj featuring Lil Uzi Vert
2024,72,La Diabla,Xavi
2024,73,Stargazing,Myles Smith
2024,74,Last Christmas,Wham!
2024,75,I Am Not Okay,Jelly Roll
2024,76,Pour Me a Drink,Post Malone featuring Blake Shelton
2024,77,White Horse,Chris Stapleton
2024,78,Lil Boo Thang,Paul Russell
2024,79,Good Good,"Usher, Summer Walker and 21 Savage"
2024,80,Act II: Date @ 8,4Batz and Drake
2024,81,High Road,Koe Wetzel featuring Jessie Murph
2024,82,Monaco,Bad Bunny
2024,83,IDGAF,Drake featuring Yeat
2024,84,Burn It Down,Parker McCollum
2024,85,FukUMean,Gunna
2024,86,Taste,Sabrina Carpenter
2024,87,Where It Ends,Bailey Zimmerman
2024,88,FTCU,Nicki Minaj
2024,89,Wildflower,Billie Eilish
2024,90,World on Fire,Nate Smith
2024,91,On My Mama,Victoria Monét
2024,92,"Yes, And?",Ariana Grande
2024,93,Exes,Tate McRae
2024,94,A Holly Jolly Christmas,Burl Ives
2024,95,Wind Up Missin' You,Tucker Wetmore
2024,96,Bulletproof,Nate Smith
2024,97,Fe!n,Travis Scott featuring Playboi Carti
2024,98,The Painter,Cody Johnson
2024,99,Down Bad,Taylor Swift
2024,100,Dance the Night,Dua Lipa
2025,1,Die with a Smile,Lady Gaga and Bruno Mars
2025,2,Luther,Kendrick Lamar and SZA
2025,3,A Bar Song (Tipsy),Shaboozey
2025,4,Lose Control,Teddy Swims
2025,5,Birds of a Feather,Billie Eilish
2025,6,Beautiful Things,Benson Boone
2025,7,Ordinary,Alex Warren
2025,8,I Had Some Help,Post Malone featuring Morgan Wallen
2025,9,APT.,Rosé and Bruno Mars
2025,10,Pink Pony Club,Chappell Roan
2025,11,Love Somebody,Morgan Wallen
2025,12,Espresso,Sabrina Carpenter
2025,13,I'm the Problem,Morgan Wallen
2025,14,That's So True,Gracie Abrams
2025,15,TV Off,Kendrick Lamar featuring Lefty Gunplay
